eggNOG	KO
29WXA	K20148
2DPRF	K01992
29MJU	K02246
29R9Y	K12270
29MKA	K02806
2AQD5	K02248
29MQN	K01653
arCOG10136	K05967
arCOG10597	K00505
arCOG08785	K03646
arCOG11724	K00537
arCOG07810	K01768
arCOG08718	K07043
arCOG04006	K06072
arCOG08676	K10944
arCOG08675	K10945
arCOG10598	K07157
2DKXB	K10716
2DDYY	K02914
299PZ	K09794
291T6	K02462
29HM8	K02236
29TMU	K20338
29GZY	K14194
2DBPF	K11050
2DMP5	K01992
2DUXR	K21572
2DUE9	K21571
2DBA4	K21572
2DBBH	K21572
2DBHI	K21571
arCOG06601	K09936
arCOG10445	K01442
arCOG06831	K07341
28U03	K15383
2BX93	K03676
28V67	K16078
2C9Y5	K11909
COG3456	K11894
2EZWB	K20543
2AVRU	K20541
29WJF	K00505
2AQ0X	K18955
2APME	K22344
2AR8H	K21608
29YSC	K08095
2FI88	K18955
2BT0K	K06940
29YXE	K00993
2E5PN	K15729
2F1CD	K02523
2AUKZ	K20976
2AIV9	K08363
29X6E	K18480
2BP4K	K08276
2DH7W	K01821
2AJG6	K18918
2A3NX	K11015
2AHY5	K19114
2BQ9I	K07401
2AJ2N	K12068
2ABI0	K19163
299UI	K02673
2ARMD	K21904
2B95I	K12068
28KEF	K12061
29TJH	K06327
29S8D	K06385
29RXZ	K06422
29S56	K06431
29RYH	K02414
29SE9	K02398
29H6N	K06336
2DK0Y	K06218
29Z1I	K07794
2F9A4	K01611
2DDI3	K10716
28NUT	K19981
2B1IN	K18920
2A1HQ	K02462
2AEG8	K06152
2A4K3	K01992
2A5RB	K02009
2EIVG	K19295
2DSHD	K19246
2DQBG	K10794
2ES7F	K07339
2CK17	K13651
2BUK2	K10716
2DTTR	K16915
2DNU9	K18997
2DNYF	K03618
2ESKN	K02463
2BAP1	K07727
2BDRN	K07497
2BA55	K06425
2BECD	K02663
2EGRG	K02418
2A45N	K02414
2ET80	K02398
2A29J	K02253
2C7N7	K01759
2DIPV	K06414
2DBI8	K18640
2BJC3	K01821
29WXJ	K10716
2DV0B	K21572
28JXB	K21571
2DQZP	K02078
2DBE2	K21572
2DBF0	K12343
2AP9Y	K03197
28Q54	K03200
2APIQ	K03202
2DXIV	K19302
2AP25	K03747
290W6	K05571
2A4JI	K15109
2EP3K	K12205
2A970	K12281
2AP5R	K12068
2APB1	K12064
2DXFM	K03075
2DJAC	K14200
2DWHZ	K14198
2CC33	K11040
2BA6A	K02718
290G6	K02643
2F717	K02664
290SG	K20555
2E1H0	K20267
2EN4J	K06903
2B1BJ	K01545
2ECF9	K02463
2DJGZ	K06135
2DNDP	K12151
2DPP2	K12290
2C3U4	K00052
2ECMJ	K19048
2CJ4C	K19158
2DYF1	K01653
2C34C	K03571
2CDXX	K02418
2FDFR	K02413
2DJDH	K07800
2B98H	K07794
2DNIJ	K18923
29GZ3	K03789
2DNHG	K06910
2DBV6	K20807
2DH1Y	K08927
2BMM7	K19125
2DTKB	K02452
2DYQV	K02970
299NZ	K02913
2BME2	K02897
2DMKU	K10672
2DV8V	K03775
29UPP	K02418
29UR8	K13715
29UP9	K21903
28HU2	K01590
29VEQ	K02398
2EDW5	K02456
2EFHH	K09924
2DC1M	K01729
2D4HZ	K08471
2F6WY	K18708
2FA2P	K06085
29KGD	K08471
2CW5T	K08471
2C6JW	K08823
2CZNW	K13293
2CFYH	K11462
2F74T	K08471
2CYRJ	K17434
2EIWX	K09237
2D59G	K08471
2CIGW	K20701
2E59Q	K03957
2F8K9	K06546
2D5QY	K21763
2D0HF	K17501
2F6B9	K20668
2BXXI	K13806
2E31U	K02602
2A0E6	K01446
2D4K8	K08471
2E9GN	K18626
2FA6H	K11504
2D698	K15294
2C3M6	K08471
2D90P	K08471
2BB7S	K06397
2DIID	K06333
2EDH5	K02107
2DJW7	K19419
2F5HT	K10804
2E87Q	K01821
2BDA6	K08223
2A2W7	K06297
2EJ4G	K06317
2DNTH	K02463
2BKMR	K03646
COG4781	K01126
2D10R	K15382
2D20X	K22282
2D48I	K03715
2C2UR	K11372
2E6UN	K12893
2E8QV	K08901
2E4K7	K18177
28IP8	K02703
28ISP	K02705
28JG1	K02704
2EMY7	K02689
2F0FV	K14009
2E7Q9	K18668
2D3K6	K02719
2E70N	K18134
2E365	K09250
2D0G0	K12592
2A9N0	K10750
2D0VQ	K03352
2CXPQ	K17430
2EZBZ	K12611
2BJ4G	K19295
2CM6W	K21494
2DR9K	K02702
2DWCA	K07034
297XP	K05826
2B1DT	K02078
2DVET	K18111
2EWXR	K08095
2BWWV	K02078
2DVUP	K03569
2C2IC	K18621
2F352	K10352
2D92V	K03359
2E6GB	K16753
2FB7F	K08471
2EMAZ	K08471
29KXN	K05397
2FASJ	K03098
2F6PG	K20696
2CWCV	K08471
2E6TJ	K18407
29W2N	K12387
2CW2V	K08471
2CWCW	K08471
2E8FU	K20232
2A2KT	K20697
2FBBM	K05038
2D92W	K03956
2D00Y	K19475
2D7WC	K02272
29K6N	K16831
2D0EY	K18194
2C5IW	K08471
2E3WB	K08471
2F6QM	K06975
2DC1W	K17543
2FAQ6	K08471
2D7RX	K16472
2D8Y4	K08471
2F6AN	K21774
2D7W6	K13516
2D93K	K17773
2E0Q7	K14014
29K70	K09454
2FAQA	K19675
2E1D2	K15380
2D8WF	K19363
2CGXI	K02373
29KY5	K08471
2EWNG	K11579
2CQCI	K20478
2CW36	K15213
2CZW4	K21893
2BXBT	K19403
2D931	K22385
2CW2E	K09267
2D8U8	K08471
2CIUV	K13134
2D7KP	K21763
2D8WG	K10263
2BZ36	K03945
2E8EI	K20701
2CWD4	K22145
2F5KD	K16862
2D93D	K04008
2AQ2I	K02174
2CW37	K08471
2CFI7	K16470
2F61P	K04404
2DZE4	K09041
2CGVT	K03960
2F5TS	K08471
2E0B7	K18170
2CZ2G	K06126
2F6C4	K13443
2BHX9	K08471
2FATA	K10352
2E24K	K11878
2F6SK	K13443
2E8T4	K13136
2CAXH	K09332
2F677	K10292
2F62N	K08471
2D8ZZ	K09228
2E1EW	K18626
2F69N	K05746
2F6KH	K18078
2A214	K19483
2D7WE	K02268
2D7GM	K12383
2CWD9	K13130
2CY34	K01047
KOG4591	K20129
2E6D9	K07794
2DFDU	K02398
29706	K07058
28SUG	K16923
2DRRM	K02413
2A8HP	K02277
2DM31	K01364
2BG7I	K02651
2B1YK	K02651
2B1WK	K19160
2BT4G	K15383
2D7RY	K16472
2FBM2	K08471
2E5BG	K22385
2FJ62	K08471
2D479	K08471
2FB73	K15211
2E4YM	K02914
2EA16	K14010
2D5SI	K18415
2AHR1	K06603
2AHP7	K03749
2A84V	K03745
2DTB9	K04758
2EEQ2	K02462
2AZSE	K00424
2BIN6	K02345
2BQ58	K02463
28K6A	K20719
2BZ8S	K18461
28K4P	K20784
28HHV	K20628
28INR	K01179
2BVHS	K14484
28JT4	K13422
2D4TH	K19054
KOG2982	K21768
29Z6M	K13993
28MAP	K13065
2CXQR	K05770
2CT4Y	K03938
2CVAN	K11666
2CHYC	K02707
2CMAK	K02634
2FKW7	K18462
28JR7	K03691
28V0Y	K05747
2CMJ9	K02717
29W5K	K14822
2CF64	K17412
2D6M8	K20368
28JRY	K00940
28M1J	K20283
2D0JC	K11275
2CY96	K00550
28K6V	K08472
arCOG00514	K07005
COG3413	K06930
arCOG10158	K02610
arCOG09006	K01992
arCOG07873	K03118
arCOG01023	K01999
arCOG01464	K01992
arCOG08120	K21885
arCOG01112	K00873
arCOG02700	K00627
arCOG01846	K03593
arCOG05746	K00111
arCOG06207	K07401
arCOG00873	K03703
2DSG6	K20807
2F19K	K02389
2DGH0	K02643
2C6FC	K18918
2ABQZ	K19777
2DXDI	K07213
arCOG14866	K02237
arCOG05269	K19088
2B18J	K18955
2BDV1	K07729
29R1R	K01992
2EGYD	K06440
2E6AV	K18640
2E17N	K21488
29UE0	K07723
29V06	K01992
2BDY4	K13993
2DYZE	K21449
2DCHK	K03741
294PM	K06138
2E2CJ	K07237
2ED0G	K02399
2EQGM	K02398
2FKHC	K19160
29YZY	K02423
2AFCB	K00407
2FGZE	K16704
28II1	K21572
2ATZY	K19168
2A0YH	K02078
2EARX	K12981
29XWS	K03200
2E86U	K19326
2D45B	K08471
2F1CZ	K08471
2D5DM	K03440
2CVY4	K18038
29K7W	K16484
KOG1788	K22262
2EUNT	K11671
2CZM3	K16773
2D57S	K10896
2E770	K17554
2E8RQ	K14323
2CFGE	K19489
2E9AD	K10624
2D3EH	K09228
2C4B5	K09330
2EAJM	K03006
2D6RS	K08471
2E9GA	K05210
2EVYK	K16449
2DPPM	K05170
2F1EI	K08471
2EPFM	K12076
2C9XP	K22421
2D0EK	K00911
2EWNW	K13761
2E6AN	K14316
2E4MB	K04359
2D82V	K04526
2CW24	K10284
2E28Y	K16480
2ABQ7	K06061
2EYIF	K16513
2E1WU	K19805
2CT9H	K15432
28MG8	K17199
2EXYJ	K09381
2CD9D	K13172
2E4ND	K21348
29KR1	K05752
2D7NJ	K08474
2F2H0	K04257
2F8FU	K04257
2CN9T	K10288
2FCVH	K17282
2FJD6	K16769
2D8JQ	K13907
2D817	K04257
2D50Z	K02373
2A62C	K08853
2BMVY	K22016
2D99Y	K13363
2CWAI	K16504
2D9HC	K05400
2CN8Y	K10320
2D3IP	K18750
arCOG00986	K03500
arCOG14932	K02793
arCOG14685	K02796
arCOG09389	K21619
arCOG06589	K16923
2FFYS	K07068
2BU7I	K22296
2AGMC	K01821
2ABFJ	K02402
2DQBB	K04100
2DYRS	K04062
2ADXX	K02196
2DE9T	K02078
2CZ23	K04091
2EVHA	K03685
2CVHV	K06237
2CTXQ	K11593
2A62X	K19356
2E0CH	K01713
2D2EN	K06691
2CEZN	K19355
2BSTR	K20543
29WB0	K06078
2D8BK	K04257
2EJC6	K19977
2ECSB	K04257
2A9SC	K11885
2CRTA	K04257
2D6CK	K16769
2D59I	K10072
2CW99	K13902
2EIBA	K06712
2E5SI	K20287
2CMQV	K07605
2D26S	K04006
29KNH	K04011
2D1G1	K06712
2D2FB	K06751
2CPVP	K17543
2950B	K20287
29KND	K22499
2D7XS	K06712
2D8AC	K06712
2D6MG	K03906
2D838	K20287
2CTZF	K19534
2FBVQ	K16464
2FG02	K06712
2C9GY	K15049
2D1HF	K04257
29KJH	K15259
KOG4190	K17601
2C8HV	K11514
2EE6U	K16910
28VVB	K08383
2D8UJ	K03906
2CTHZ	K17455
2D3XT	K20780
2F61B	K06712
29X4V	K15348
2D1JU	K04257
2D89H	K06712
296GM	K14971
2E239	K15259
2D12V	K13748
2CIX0	K02413
2EKS3	K02277
2FGYD	K03747
28P8D	K21572
28P04	K21572
2CIX2	K03571
2AF2U	K00407
2DBXG	K16905
2ESYJ	K02664
2CFMZ	K02663
2BHQZ	K19168
2A94G	K06950
2AZ0X	K02651
2AYXN	K07213
2DBDS	K03418
2CFVW	K06342
2DUI9	K11033
2DP9U	K06327
2DS2F	K06422
2EN8K	K01545
28PY3	K18576
2D2U9	K15067
2D2XR	K20613
2D1W9	K01166
2CINY	K14854
2CX2T	K00505
2F40P	K21547
2FB09	K09780
2F3AA	K05747
2C4M7	K00128
29GQS	K20047
2E00M	K10428
2DWNN	K22344
2DKVQ	K01992
2AX6N	K07794
2BIAV	K06199
2BRVI	K22116
2EAAX	K07483
29IP6	K14199
2BTZV	K01607
291R5	K20272
2AB10	K16347
2BJ9E	K05889
2ANNW	K21686
2F33Y	K05606
29ZAK	K18481
2AQUB	K02078
2AXGN	K02004
2BB3V	K02116
2BRUK	K02760
28NJG	K07533
2BAVM	K07800
2BBYZ	K01992
2BQ3U	K01992
2BVBK	K06011
2BBPY	K07723
2CK2Y	K13992
2ADAX	K02078
29QR6	K03048
2ESV6	K02913
2BZ7V	K16915
2EVPF	K21495
2AFGD	K00424
2DGZE	K21495
2BVAZ	K20555
2A3E1	K12149
2BT0I	K19167
28M69	K03547
2DDEV	K04062
2BFMA	K02651
2C94N	K00448
2AEK4	K13085
28YJT	K03221
29F7E	K04059
2FKJK	K04054
2A9G8	K04056
2AV39	K22302
2AV4R	K22304
2ESVW	K02398
2F8TI	K12786
2E8PP	K03221
2CIMX	K15344
29KR2	K03220
2BW9T	K12784
2EZ47	K12787
2F0XW	K12788
2EZD9	K12785
2DRFU	K18862
2EYV7	K16041
2AUE3	K11013
2DG0G	K18920
2ATXD	K09794
2BH7I	K19168
2CKJ4	K19165
2DMA5	K03641
2E7BY	K06080
2AE0G	K02399
2DKV6	K07794
28NDF	K10948
2DW40	K18481
2C6EM	K09780
2BFFC	K12132
2C849	K01992
2BX5Q	K03971
arCOG07935	K03497
arCOG06113	K06193
2DZ95	K07507
2A478	K02711
2DU9A	K02704
2B7TR	K02116
2A29S	K02724
2C7EY	K19048
2AV16	K03746
29YW6	K03200
28PQH	K12069
29YW7	K07484
2AUYQ	K10748
28HGW	K12066
2AUZ1	K12067
2BM6H	K12068
2E242	K03503
292BE	K12290
2AUXB	K21449
2B0Y0	K13655
2ATBI	K17836
2AVNE	K02654
2ASQT	K02078
2E6PR	K15146
2CVPD	K18626
2E2KF	K10744
2A3JG	K10750
2E0HE	K02260
2EAMV	K19177
2E4P7	K06695
2E7X1	K03108
2C2Q8	K19765
2AUEX	K20318
2E1JV	K14315
2D1RJ	K17788
2E094	K11272
2F1HN	K15130
29PHE	K14294
2B36Y	K01876
2E28P	K12592
2CY05	K16578
2D1KU	K15267
2CY6Z	K19373
2C9ZC	K17797
2E7EG	K17437
2E2CZ	K02884
2CPPU	K17786
2C3R6	K21572
2B8J6	K02722
29YYX	K02714
2A3X4	K02700
2DDHK	K02640
2AB3N	K02723
2A3B7	K02708
2BNHI	K03636
2A6WU	K02708
2B8NQ	K02696
2BJUM	K02722
2B9FU	K07015
2A97I	K02663
2B8V2	K08925
2BMJQ	K08921
2A8IK	K08922
2B7CX	K08919
2DJXI	K02696
2DMHK	K07794
28PYB	K19126
2ESEP	K07729
2A3RT	K16925
29URA	K02395
2DERB	K03100
2E0W1	K11937
291GT	K02696
2ADG4	K00424
29JH6	K06433
29687	K07052
2DTDV	K15520
2DRRY	K03646
2DM64	K06297
29J65	K02078
2FCYB	K15383
2ERXX	K21471
2DKXI	K06297
2F1IN	K02004
2FHU1	K07052
2BVDR	K09968
2DV4V	K06297
2EGB8	K01992
2DJH0	K06299
28N9U	K01992
2F7T3	K07052
2EJZU	K02664
293MC	K06336
2DJI6	K07727
2DBFC	K01992
29YWB	K01992
2DQ2G	K07727
2BPVY	K02078
29KA0	K02078
2BTUT	K02358
2EWP0	K01992
2DERD	K06296
2DBWJ	K06297
2D226	K00430
2D1VR	K01179
2E1FN	K12456
2CRCZ	K12160
2E5TV	K08906
2EPH7	K00236
28HPU	K01931
2EYMX	K20725
2CMXS	K13648
2A8N5	K09286
2CMZ8	K11111
28WPJ	K02153
2CYYI	K11275
28JWI	K11807
2CQVJ	K13464
2CNIT	K02706
2CRC1	K04506
2D2H0	K14484
28XJ7	K14484
2CAHU	K03945
28WN5	K14484
2CQ0M	K13456
2B8CU	K14484
2CNGN	K14311
28WUZ	K13464
290V9	K13464
28XI4	K13464
28KBM	K06268
28KMA	K13065
2E073	K22255
2EQK9	K13456
28Z0J	K14488
2DM2V	K14495
2E2B4	K16833
28JXT	K12501
2A9IB	K00550
2E1BG	K07541
2CYKM	K09286
2CVAR	K13899
2BVE4	K02907
2E1MV	K02709
2D5WW	K20729
2DGHD	K02946
28X8J	K18635
2CYYP	K20729
2C8JW	K02711
2DB6Z	K21572
2DBFZ	K21572
2BUHB	K03803
2DR3E	K10670
28J4Q	K16926
2A716	K07344
2A90F	K20529
2DHWC	K16926
295R6	K16926
2ANPR	K07126
2DJ3N	K01573
2CIC5	K16926
2BJGW	K04758
2FK3B	K09951
2BSP4	K16783
28QHV	K03073
2DMWQ	K16905
2DDF0	K03789
2EVW0	K02250
28V7F	K03075
2DGUG	K02650
2ESKZ	K04758
2DRYP	K20480
2AIW9	K01992
2DN2V	K01992
29YGX	K07172
2BNPH	K21495
2AM8Z	K18918
2A367	K18829
29YGD	K06133
2AM43	K02398
2AH1A	K19163
28S4M	K19160
2BQY7	K14744
2DNN6	K14744
2AUZE	K12789
28N3N	K11139
2AWZ3	K18862
2ECMR	K22302
2FGCN	K19780
2F0ZN	K13743
2DBSC	K16140
2F0UD	K07591
2BMJ7	K04085
2AVYE	K07064
2EXZN	K19132
2EXKP	K19133
2EUEU	K07473
2EH1Q	K07794
2DQKD	K19048
2AMAB	K02385
2BP8B	K19156
29RSW	K02654
2BHIM	K07172
2B5FT	K13570
2B0RD	K01160
2B5DR	K02911
2ARRE	K01992
2A96X	K12281
2AF6U	K04062
29KG0	K02078
29A1I	K11806
29MPT	K00997
2E1D3	K14003
2CZFM	K11272
2EQGX	K03948
2C2B4	K21820
2E4D0	K14302
2CYYE	K07252
2CIZB	K20929
2EKU9	K13993
2EFBP	K19356
2D689	K18171
2D4XT	K05747
2CY2F	K01607
2D1NR	K01213
2ECC9	K19475
28K08	K13065
28P3G	K01213
2EADC	K10882
2EEZP	K06133
2D6VA	K00505
2E212	K11877
2D6I4	K14963
2CYG3	K14488
2APAF	K09286
2CY3I	K05770
28KCJ	K22419
2BBUP	K13456
2EUQK	K09250
2CYX8	K05747
2D1MY	K15400
2CRK1	K13203
2E28Z	K11275
2CM8R	K14487
2D395	K14488
2CWR5	K13464
2CMJW	K20720
2DZSU	K14488
28J27	K20478
29IUV	K19184
29NT0	K18576
2EVKI	K09780
2E89P	K18386
2EDTG	K18651
29PF6	K19357
29MNH	K11758
2E2JC	K15902
2A3D3	K18481
2BG8G	K21608
2BA5Y	K02696
2A1FG	K02715
2A3TU	K02700
2DK2F	K02723
2BNA3	K08924
29VXP	K08925
2A2BF	K08923
2B1RC	K02718
2BGTG	K20343
2DIUG	K01992
28IMK	K01155
2BQCM	K12296
29GMR	K12415
29JFT	K19125
2EAKD	K13671
29VFF	K03530
2EHRJ	K08982
2BHXK	K20337
29IH2	K21461
2CXZG	K20632
2CSDI	K20402
2D3SM	K19481
2D4RS	K09447
2EX8F	K19865
2EJTQ	K06729
2C8A1	K22190
29797	K07605
2D0Y2	K06492
2EQBF	K02159
2CAZ4	K19990
2EMFW	K22029
2D3YQ	K05059
2EETK	K06712
2D3QD	K17398
2D9BG	K06457
2EYWT	K06746
2EFWB	K04257
2EDBC	K04257
2B88G	K17545
2ENB2	K22076
28HIN	K17849
2EBAH	K04257
2EFBK	K12015
2D5MK	K06751
2D2EZ	K04257
2AHY4	K19114
2CIP1	K19116
28P5X	K20326
28P46	K06203
2BW94	K03571
29Z1K	K07794
arCOG03719	K19140
arCOG03223	K19139
arCOG05707	K07234
2AJMF	K17893
29AH0	K02642
2BWSD	K14337
2CFRT	K06520
29MTH	K16932
2FC10	K08759
28VJG	K19947
2CW9K	K07605
2CWYW	K04292
2B63A	K02654
COG3373	K09745
COG2517	K07135
arCOG06572	K19087
COG1800	K07111
COG1689	K09719
COG1851	K09130
2C1YK	K15977
2E7V2	K19046
2DPU9	K22014
2AEKJ	K08363
2D1SQ	K14029
29WHQ	K16256
2B8R8	K16258
2BYH8	K07746
2BCV0	K20326
2DSY7	K02078
2DN6D	K19126
2CK7X	K19046
2DQ3K	K19123
2DTMB	K07727
2BNI2	K06303
28KIS	K19090
2C7J5	K02107
2A7TT	K18380
2AT95	K03200
2A8RY	K19033
29WQZ	K07131
29TN4	K02463
2EZSN	K01992
2EG0X	K06603
2BGH0	K03571
2EEE4	K13585
2BRSE	K04341
2BH8E	K14475
2A1D6	K03088
29JVR	K18955
arCOG05124	K19114
arCOG05131	K07237
arCOG01556	K14089
arCOG01788	K15256
arCOG03892	K07061
2DPWS	K09844
2EEXE	K08943
2EQ1B	K08950
29IX7	K21058
2BQIQ	K16937
2F5CQ	K08951
28M6S	K08944
2DBCQ	K08947
2DB9C	K19123
29MNT	K19046
2BXRG	K08940
2FHZI	K08946
2EXCY	K16619
2989T	K02192
2BE3H	K11061
29AS5	K02718
2CBQ9	K10677
2961U	K03771
2DSZR	K02116
29J9R	K22355
2BJIQ	K06867
2B60A	K07498
2ATBR	K07483
2DR1T	K06425
2EDXZ	K21494
2AGZ3	K13790
2DQD0	K06304
2CAKT	K06380
2DPWC	K06425
2EJ44	K06414
2EA61	K08363
2EM38	K02249
2F5IC	K06407
2DSR8	K08982
2EKB6	K03516
2DMJ4	K12151
2ADZB	K02458
2DP0E	K12291
2CHZF	K02928
2DGC1	K01123
2C9JT	K22302
2EHNQ	K02451
2DCSY	K02462
2AV59	K12520
2DZZR	K11376
2CZPB	K03351
2E03B	K15147
2CQP6	K19356
2EC2I	K01213
2EAIF	K11878
2E686	K10744
2EEC5	K18576
2D4MZ	K19487
2F01R	K05747
2E4TS	K18721
2EGN5	K00480
2EC4B	K13507
2C9WB	K18580
2D1M0	K20929
2D4SU	K15151
2CSMM	K18578
2E3T8	K15196
2E159	K06395
2EB2I	K06910
2BC7B	K06317
2EU2Z	K18845
2DC2U	K07027
2DF5T	K12281
2EB1E	K02451
2DB9E	K01729
2DI2M	K05377
2DBK9	K21571
2E2XJ	K13130
2E82W	K19765
2CZV4	K16489
2DZY6	K00997
2ED13	K08254
2EZR3	K17422
2E16I	K18722
2DZID	K05019
2E1GK	K14294
2F7S4	K08994
2CPPY	K11553
2E31P	K03259
2D7G4	K18170
2D8YN	K10881
2E3HB	K15148
2CRA2	K03024
28PD4	K05535
2CWUP	K21121
29J57	K18732
296HR	K14800
28VJV	K14851
2F1UT	K01381
2D7XA	K18580
29N5H	K10859
2CWHE	K01897
28S7V	K14530
2E6WX	K17426
2DVYS	K18481
29ZSS	K18481
297R1	K02078
COG1542	K09010
297MI	K08973
2DWTZ	K16937
2CEAG	K02664
2BNC6	K06152
2CDDX	K00221
2EXM9	K18481
2A752	K19167
295Q2	K13454
2ATZ1	K13461
2BMAV	K01545
2AU5T	K02651
2A086	K13452
2ATXI	K06135
2AU0U	K13451
2AI03	K09892
2DIF4	K03970
2BZ0I	K01849
2F1P6	K18481
2CZB0	K15627
2CFM0	K22255
29BSU	K00420
2EA4E	K14527
2D1EQ	K09448
2E4WP	K03352
2D3KD	K17888
2CXXD	K15530
2ED8P	K01381
2ENKR	K14407
29MCY	K01053
2CZG0	K17797
2E3JN	K08329
29MCW	K15303
2CUP3	K00799
29NNQ	K00505
2BKJC	K03073
299M2	K01992
2BMBB	K01085
2DQY2	K02078
2AIDR	K19168
2E3P7	K04057
2E54E	K04049
2AN45	K04050
2EB7J	K04052
2ASPE	K18984
2DI0H	K03221
2E3F2	K19298
2AKCN	K02398
2AT2R	K02465
2AT9H	K07497
2E882	K05433
2B1CU	K08760
2CRN1	K04848
2CN6W	K16859
2D4XJ	K05513
2D2GI	K12006
2CZJ9	K22190
2D24A	K04246
2D2SR	K06517
2CPN4	K16800
2EMPH	K06457
2D1FY	K05166
2E9UW	K07988
2CKC5	K02159
2CW7F	K19363
2CKMX	K06710
2E6UI	K05231
2CZ9G	K05251
2E5E3	K03944
2CB09	K22190
2CXKW	K04257
2D5J8	K06479
2BIZZ	K15261
2CMAB	K04257
28PAZ	K02456
2AGHP	K03832
2E6VV	K04054
2AH6T	K06135
2AU18	K18956
2DFT0	K19777
29WT3	K18481
2DVXH	K13622
2DDPV	K16193
2B4EB	K16192
2B30B	K02078
2DKVT	K11964
2CG4R	K20272
2AUUG	K19048
2BNQ1	K02654
2ASKM	K03781
2EFW3	K11023
28MEG	K01143
2B0TC	K15347
2AIBU	K15351
2EK6D	K15350
2DZIU	K15346
2BJCT	K15367
2ETDY	K18984
2FHJY	K19779
2BSGY	K01992
2E3Y1	K19137
2B7A1	K07045
2DP2I	K10672
2DUKR	K16926
28IPS	K16926
2CCXH	K21498
2B4BJ	K07000
2EDQ4	K14721
29J5M	K09270
2EUE0	K02272
2EVD0	K03006
2CKT7	K22255
2D9JD	K13993
2EJJ3	K09448
2CSM7	K18732
293S4	K20824
2EJCG	K04627
2EM3S	K17438
29J79	K20779
2D6RX	K12015
2E1EE	K03351
2CCS4	K10352
2DB6G	K02143
2EG2J	K06341
2DMW7	K06327
28Q17	K06344
29MTY	K02249
2E7Z4	K06380
2DM3Y	K19433
2BJMW	K07794
2AS40	K09924
2AUNK	K04062
28PB9	K01179
2EJCK	K22134
2D7WT	K01417
2ATW5	K02078
2BQ6X	K15648
2A18H	K15647
2BJ34	K15651
2C84D	K12205
2E6TC	K12222
2C9DP	K12227
28KP9	K12209
2F5BA	K12211
2ARSC	K06341
29S6X	K06372
29RGE	K19433
2EWYB	K16919
2DP3I	K19419
2E8AV	K17485
2E48W	K06325
COG2158	K07162
COG1667	K09718
arCOG02052	K07090
arCOG07528	K19144
arCOG06143	K19087
COG4007	K13942
arCOG00885	K01156
arCOG02819	K01925
arCOG07615	K02563
arCOG12737	K03546
arCOG02631	K01154
COG4084	K14104
COG4035	K14103
arCOG10247	K14102
COG4042	K14092
arCOG06483	K03559
arCOG04876	K14125
arCOG05076	K14116
2ACTT	K01649
2DGBG	K04747
29NEY	K08506
2D22B	K09286
2CYF1	K13464
2E9ZH	K20725
2E2TD	K02701
2CAZI	K14488
2DAZ8	K06553
2D8C3	K04257
2DAY2	K05149
2D7NK	K08474
2CXCZ	K22023
2A8VZ	K04757
2ETEB	K02651
2DBKU	K01920
2DRAW	K02451
2BH08	K07343
2C7NJ	K21571
28IGM	K19050
2FEZ2	K12208
2FCGP	K12211
2F7G7	K12221
28WIK	K12223
2F57B	K12224
29WUC	K02078
2DDQF	K02457
2AE7M	K19163
2EKAQ	K07052
2DQDW	K04062
2F0DN	K12248
2AUDJ	K12509
2EM41	K01992
2DF1J	K01992
29B3X	K01992
2E8MJ	K06603
2DR6Y	K14680
29WUS	K07006
293PX	K17247
2ASTP	K20947
2AVGP	K02030
2DC61	K07070
2C80H	K06938
2ESJ7	K20482
2DKVS	K20489
2A3AU	K19059
28Q81	K02417
2DEUF	K03197
2ETEU	K02265
2E4RK	K17434
2CPQ6	K16484
2D04T	K02916
2D0A5	K22366
2CXZD	K08911
2E7IK	K02914
2CZE7	K18635
2CZE9	K00236
2D13P	K01166
2BW3P	K10272
291VN	K14328
2E21K	K00237
2D389	K01365
2AXBY	K16056
28SCF	K03015
297K0	K18849
2EZBH	K03689
2DMZK	K08106
2E9V7	K01259
2E5UK	K09256
2D446	K16489
2E8ZA	K11549
2C1IX	K07025
2C9I9	K01992
2DZ29	K02418
2C15U	K08586
2EICK	K19141
2FF65	K08311
2ASZV	K03286
2CE8P	K12068
2B3J9	K12064
2B3WP	K12069
2C8VV	K03597
2CK6D	K13790
2AMD3	K01992
2DBHK	K19132
2DXN2	K02664
arCOG08277	K14102
arCOG05034	K14100
COG4078	K14099
COG4036	K14098
COG4037	K14097
COG4038	K14096
COG4039	K14095
COG4040	K14094
COG4041	K14093
arCOG09634	K03054
arCOG02614	K06024
arCOG06490	K14119
2928A	K16160
2C9VH	K16159
2EBA0	K16162
2EPR0	K12290
2EDK2	K19160
2C4T0	K18923
2FIYN	K20277
29Z0C	K02114
28KVX	K21009
2A926	K07474
2AN95	K04758
2C65T	K02121
2B213	K20953
2CAQ9	K20949
2AW82	K20950
2E8DI	K02116
2FEJK	K22487
2EGIP	K15346
2ET55	K18984
2AIFS	K13284
2DI8I	K04062
2DIMC	K02463
29I9H	K14211
2D6IP	K19894
2D1AJ	K12327
2E6ZT	K19363
2E1D1	K19363
2D47W	K22190
2E387	K03903
2CMPJ	K22190
2D3CD	K22076
2D5XE	K21096
2AIYE	K04276
2E49I	K06854
KOG4692	K12169
2DTCA	K09780
2ENFR	K12066
2DHT4	K12068
2DI58	K06884
2DHRS	K03607
2CACJ	K20028
2EET0	K19356
2E9ZS	K11095
2D1QY	K17986
2BBKM	K08363
29TPX	K06395
